title,location,Price,category
Cuba Burger & more,Al Ḩayy,37,"['Burgers', 'Snacks', 'Sandwiches ']"
Amman Al Kubra Restaurants,Al Ḩayy,72,"['Grills', 'Lebanese', 'Arabic']"
Qasyoon Restaurant ,Kerak,57,"['Fried Chicken', 'Shawarma & Doner', 'Snacks']"
Ahbabullah Kitchen,Aqaba,41,['Arabic']
AlQaissi Roastery,Al Rama,25,"['Speciality Store', 'Nuts & Dried Fruit']"
Green Fields Oil Factory,Kerak,94,['Speciality Store']
Matbakh Alyasso Al Baity,Az Zarqa,15,"['Arabic', 'Salads']"
Auntie's Bakery,Ash Shūnah ash Shamālīyah,46,"['Desserts', 'Bakery and Cakes']"
WaffleLab,Az Zarqa,46,"['Crepes and Waffles', 'Desserts']"
Delivery Meat Grills,Ash Shumaysānī,13,"['Arabic', 'Grills', 'Lebanese']"
Yummy,Az Zarqa,55,['Snacks']
Zad AlShamal Restaurant,"Abdoun, Amman",51,"['Shawarma & Doner', 'Fried Chicken']"
Chi Kumpir,Amman,83,['Snacks']
Pizza Sama,Al Kafrayn,46,"['Pizza', 'Italian']"
Lujjis,Aţ Ţayyibah,39,"['International', 'Italian']"
Jamr & Hatab,Aţ Ţayyibah,50,['Mandi']
Shawerma Arabi Franji,Aqaba,21,['Shawarma & Doner']
Dr.Cave,Umm al Kundum,27,"['Snacks', 'Coffee & Tea', 'Desserts']"
Manga Juice & Salads,Ma‘ān,65,"['Healthy', 'Salads', 'Juices']"
Robo3 Al Mamlakeh Lel Ma2kolat,‘Ayn Amūn,28,"['Grills', 'Arabic']"
Zafran,Ash Shumaysānī,64,"['Arabic', 'Grills', 'Shawarma & Doner']"
DuwarBux,Ţāb Kirā‘,56,"['Beverages', 'Ice Cream']"
Jayb Al Tajer Sandwiches,Ash Shūnah ash Shamālīyah,57,['American']
Bayt jedi,Al Qasţal,99,"['Shawarma & Doner', 'Snacks', 'Burgers', 'Pastries']"
Kebdeh W Shata orginal,Az Zarqa,57,"['Sandwiches ', 'Arabic']"
Hot Dog Captain,Kerak,80,['Hot Dogs']
Saraya Pastries,Ad Dimnah,73,['Pastries']
Rakwet Kanaan,Al Azraq ash Shamālī,98,"['Grills', 'International', 'Sandwiches ']"
Managesh Abu Khalid,Sowayma,52,"['Pastries', 'Pizza']"
Zohour Al Swafiah Butchery,Abū al Lasan,67,"['Speciality Store', 'Fresh Meat & Fish']"
Lemon,Al Kafrayn,83,"['International', 'Salads', 'Steaks']"
Trasimeno Coffee House,‘Ayn Amūn,86,"['Beverages', 'Salads', 'Cakes and Desserts']"
Family Pizza,Ad Dimnah,28,"['Pizza', 'Pasta']"
3awameh & Hareeseh,Madaba,10,['Desserts']
AbuAyyash Dates,Wadi Musa,64,"['Speciality Store', 'Nuts & Dried Fruit']"
Al Quds,Ad Dimnah,13,"['Healthy', 'Jordanian', 'Desserts']"
Crepeuccino,Sowayma,28,"['Desserts', 'Jordanian']"
AlMabroor & Qaddoura,"Abdoun, Amman",93,['Seafood']
Osool Al Deyafeh Al Arabeyeh Restaurant,Al Khuraybah,75,"['Arabic', 'Grills']"
Grill Man,Al Azraq ash Shamālī,91,"['Burgers', 'Grills', 'Sandwiches ']"
Keto Burger,Ash Shumaysānī,11,"['Healthy', 'Organic', 'Burgers']"
Grillo,Al Qasţal,71,"['Shawarma & Doner', 'Sandwiches ']"
Asfoor Fride Chicken,Irbid,68,"['Fried Chicken', 'Shawarma & Doner', 'Sandwiches ']"
Dajajati Restaurant,Umm al Kundum,78,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Lama Al Sham Restaurant,Al Ḩayy,76,['Grills']
Flower Art,Wadi Rum,30,['Flowers']
Grocery Just for Candy,Al Azraq ash Shamālī,62,"['Speciality Store', 'Pastries & Sweets']"
Raw Burger,Al Azraq ash Shamālī,10,"['Burgers', 'American']"
Al Amal Al Tayeb,Al Quwayrah,23,['Shawarma & Doner']
Manoush Basha,Ma‘ān,54,"['Breakfast', 'Pizza', 'Sandwiches ']"
Mega Hardware,Abū al Lasan,69,['Speciality Store']
Salad Jar,Al Kafrayn,49,['Salads']
Salein,Bayyūḑah,100,"['Burgers', 'Sandwiches ']"
Quick Burger,Amman,43,"['Burgers', 'Shawarma & Doner', 'Snacks']"
Secret Garden Cafe,Abū al Lasan,79,"['Juices', 'Desserts']"
Dozen Roses Flowers,Al Qasţal,16,['Flowers']
Happy Dream Cake,Wadi Rum,42,['Desserts']
Rokun Al Falafil,Al Kafrayn,45,"['Arabic', 'Breakfast']"
Raw'et Al Bnayat,Az Zarqa,46,"['Breakfast', 'Pastries', 'Pizza']"
Jameeda khanum,Umm Uthainah,78,['Arabic']
Noram Sweets,Ad Dimnah,73,['Desserts']
Potato Crispy,Madaba,86,"['Sandwiches ', 'Snacks']"
Pizza Ciao ,Ad Dimnah,73,"['Pizza', 'Breakfast', 'Manaqeesh', 'Pastries']"
Low Carb Salad,Aţ Ţayyibah,24,['Healthy']
Shawerma w Saj,At-Tafilah,54,"['Arabic', 'Shawarma & Doner']"
Art Chef Kitchen,‘Ayn Amūn,25,"['American', 'Burgers', 'Fast Food']"
Arnoon,Ajloun,12,"['Pastries', 'Jordanian']"
Burj Al Hamam,Wadi Musa,33,"['Arabic', 'Lebanese']"
Megafit For Life,Al Maşţabah,67,"['American', 'Healthy', 'Vegetarian']"
Yamak Restaurants,Al Quwayrah,58,['Arabic']
Abu Jbara Modern,Ad Dimnah,83,"['Breakfast', 'Arabic']"
Bon W Bhar,‘Ayn Amūn,31,"['Speciality Store', 'Nuts & Dried Fruit']"
Sugre House,Al Rama,52,"['Crepes and Waffles', 'Desserts', 'Juices']"
Al 3alami,Jerash,91,['Juices']
Mattam Dhana,‘Ayn Amūn,53,['Arabic']
Khobz O Hail,Al Qasţal,93,"['Breakfast', 'Pastries']"
a3nab manaqeesh,Shūnat Nimrīn,77,"['Manaqeesh', 'Pastries', 'Pizza']"
DipIt,At-Tafilah,37,"['Desserts', 'Crepes and Waffles']"
Qasmieh Al Fawwal,Bayyūḑah,100,"['Jordanian', 'Arabic', 'Sandwiches ']"
Domino,Al Khuraybah,71,"['Fried Chicken', 'Shawarma & Doner', 'Sandwiches ']"
Yummy,Irbid,13,['Snacks']
Shawerma Al Salam,Bayyūḑah,46,['Shawarma & Doner']
Mashawi Abu Sara,Al Kafrayn,19,"['Arabic', 'Grills']"
Vibes Sliders,Az Zarqa,56,"['Burgers', 'Salads', 'Wings']"
Boustan AlMadina For Fruit And Vegetables,Aqaba,57,"['Speciality Store', 'Fruits & Vegetables']"
Saraya Sweets,Az Zarqa,94,['Desserts']
Coffee Express,Al Ḩayy,100,"['Speciality Store', 'Coffee & Tea']"
Passion Friuts Cake,Ajloun,86,['Desserts']
Bekdash,Umm Qays,79,"['Crepes and Waffles', 'Desserts', 'Ice Cream']"
Al Karma Kitchen,Umm Qays,84,"['Arabic', 'Beverages', 'Lebanese']"
KADO,Al Azraq ash Shamālī,100,['Speciality Store']
Pizza Box,‘Ayn Amūn,26,"['Arabic', 'Pastries', 'Pizza']"
Burger Factory,Amman,65,['Burgers']
Juice & Juice,Shūnat Nimrīn,66,['Beverages']
Raghad Cake,Al Qasţal,35,"['Bakery and Cakes', 'Desserts']"
Noon market,Umm al Kundum,59,"['Grocery ', 'Supermarket']"
Crepeaholic,Al Rama,64,"['Crepes and Waffles', 'Desserts', 'French', 'Beverages']"
Alhaitham For Mansaf,Al Azraq ash Shamālī,91,"['Jordanian', 'Mandi']"
b@c in abdoun,‘Ayn Amūn,15,"['International', 'Salads', 'Sandwiches ']"
Basmati Ana,Irbid,67,"['Fried Chicken', 'Grills', 'Sandwiches ']"
Dowar Al Bahrye Pastries,Jerash,60,"['Pastries', 'Pizza']"
Al Dirani For Pizza And Pastries,Ash Shūnah ash Shamālīyah,79,"['Pastries', 'Pizza']"
Hamoodah Cleaning,Māḩiş,30,['Speciality Store']
Rashoof On The Run,Wadi Musa,62,['Arabic']
Um Ali Sweets,Ma‘ān,53,"['Desserts', 'Jordanian']"
Zahret Al Sultan,Abū al Lasan,60,['Arabic']
Kaza Meza,Ma‘ān,39,"['Fried Chicken', 'Grills', 'Shawarma & Doner']"
Ishrab Zanjabeel Al Ajeeb,At-Tafilah,44,"['Juices', 'Desserts', 'Beverages']"
Central Rawabi AlHizam For Fruits And Vegetable,Al Rama,53,"['Speciality Store', 'Fruits & Vegetables']"
Al Baraka Dates,Al Quwayrah,43,"['Desserts', 'Healthy']"
Nashville Fried Chicken,Ash Shūnah ash Shamālīyah,91,"['Fried Chicken', 'American', 'Fast Food']"
Cousin Grill,Dana,12,"['American', 'Burgers', 'Wings']"
Ard AlKhairat Grills,Bayyūḑah,20,['Grills']
Lotus Cake & Chocolates,Ash Shūnah ash Shamālīyah,20,['Desserts']
Al Kayyali Fruits And Vegetables,Al Qasţal,65,"['Speciality Store', 'Fruits & Vegetables']"
Arabic House,"Abdoun, Amman",44,"['Arabic', 'Breakfast', 'Jordanian']"
Papaya Thai Kitchen,Wadi Musa,45,['Thai']
Mr. Hotdog,Al Burj,57,"['Hot Dogs', 'Sandwiches ', 'Jordanian']"
Telal Alnor,Ad Dimnah,43,"['Speciality Store', 'Nuts & Dried Fruit']"
Ibrahim Al Qadi Sweets,Shūnat Nimrīn,17,['Desserts']
Zinco Restaurant,Al Kafrayn,76,"['American', 'Pasta', 'Sandwiches ']"
Mattaem Jarrah w nar,Umm Uthainah,80,"['Shawarma & Doner', 'Burgers', 'Falafel']"
Zein El Mandi,Dana,31,"['Yemeni', 'Mandi', 'Arabic']"
Rukn Al Mawaed Restaurant,Kufayrāt Abū Khīnan,17,"['Arabic', 'Grills', 'Mandi']"
Can D,Aqaba,16,"['Desserts', 'Juices']"
Bousheyeh,Ash Shumaysānī,15,['Desserts']
Fuel Coffee House,Irbid,56,['Beverages']
Homeland Tourist Restaurant,Ash Shūnah ash Shamālīyah,14,"['Indian', 'Arabic', 'Chinese', 'Grills']"
Toffaha Bakeries,Al Quwayrah,26,"['Speciality Store', 'Bread & Bakery']"
Shawerma Al Reef,Ma‘ān,64,"['Shawarma & Doner', 'Sandwiches ', 'Arabic']"
Sharmiran,"Abdoun, Amman",90,['Speciality Store']
Shahed w Rama (jabal al nuzha),Al Khuraybah,77,"['Arabic', 'Breakfast', 'Pizza']"
Jeran Al Hana,Ash Shūnah ash Shamālīyah,32,['Breakfast']
Asyad For Kenyan Coffee And Nuts,Ash Shūnah ash Shamālīyah,24,"['Speciality Store', 'Coffee & Tea']"
Ocean Restaurant,Bayyūḑah,10,"['Lebanese', 'Salads', 'Seafood']"
Hijazi Butchery,Māḩiş,87,"['Speciality Store', 'Fresh Meat & Fish']"
Punjabi Hut,Al Khuraybah,63,"['Indian', 'Vegetarian', 'Healthy']"
Kenaz Pizza & Pastries,Aţ Ţayyibah,69,"['Pizza', 'Pastries']"
Tutanji Restaurant,Al Qasţal,56,"['Arabic', 'Falafel']"
Sticky Tiki,Ţāb Kirā‘,41,"['Desserts', 'Beverages']"
Bus Stop,Umm Uthainah,71,"['Burgers', 'International', 'Pizza']"
Taste Of Italy,Aţ Ţayyibah,92,"['Italian', 'Pizza', 'International']"
Alhelo Restaurant,Az Zarqa,35,"['Snacks', 'Shawarma & Doner']"
Bait Dajan For water,Kufayrāt Abū Khīnan,89,['Speciality Store']
The NutriBox,Wadi Musa,95,['Healthy']
Khattab Dates,At-Tafilah,86,['Speciality Store']
Ahla Ta'em,Al Kafrayn,55,"['Pastries', 'Arabic', 'Breakfast']"
Jwan & Ghala Chicken,Ad Dimnah,41,"['Fried Chicken', 'Grills', 'Sandwiches ']"
Muhamas Asoul Al Karam,Umm al Kundum,48,"['Speciality Store', 'Nuts & Dried Fruit']"
Sugar Cube,Ţāb Kirā‘,11,"['Desserts', 'Beverages']"
Abu Jareer Pets Shop,Dana,60,['Speciality Store']
Madame Coco,Sowayma,77,['Speciality Store']
Shawerma Al Reef,Dana,84,"['Burgers', 'Shawarma & Doner', 'Sandwiches ']"
Daban Ice Cream,Ţāb Kirā‘,82,['Desserts']
Qater Zyadeh,Ma‘ān,88,"['Pastries', 'Jordanian']"
Bayan Snack Restaurant,Sowayma,52,"['Burgers', 'Shawarma & Doner', 'Jordanian']"
Madera JO,Bayyūḑah,19,['Speciality Store']
Zad Al-Aqaba,Abū al Lasan,15,['Speciality Store']
Al baraa Restaurant,Al Quwayrah,35,"['Sandwiches ', 'Breakfast']"
Saj Snack,Madaba,62,"['Sandwiches ', 'Burgers', 'Pizza']"
Mshawi Ahbab AlRahman,Umm Qays,68,['Grills']
Salad Station,Umm al Kundum,78,['Salads']
Bet Raed,Wadi Rum,71,"['Grills', 'Pizza', 'Shawarma & Doner']"
Monopoly pizza,Al Ḩayy,68,"['Pasta', 'Pizza']"
Subhub,Shūnat Nimrīn,72,"['Sandwiches ', 'Fast Food', 'Snacks']"
Sweet Time,Al Rama,47,"['Crepes and Waffles', 'Desserts']"
Indian Chinese Restaurant,Al Ḩayy,36,"['Chinese', 'Healthy', 'Indian']"
Zeit And Zaatar Pastries,Irbid,84,"['Pastries', 'Pizza', 'Manaqeesh']"
Ra`ahat Al Yasmeen,"Abdoun, Amman",49,"['Shawarma & Doner', 'Snacks']"
Alam Al Korush Wal Fawaregh,Aţ Ţayyibah,100,['Arabic']
Mawwal,Al Khuraybah,32,"['Arabic', 'Grills', 'Lebanese']"
SHELTER COFFEE DRIVE,Jerash,38,"['Juices', 'Desserts', 'Donuts']"
Dandaneh Restaurant,‘Ayn Amūn,25,"['Sandwiches ', 'Snacks']"
Zamzam Sweets,Jerash,97,['Desserts']
One`s,Jerash,93,"['Manaqeesh', 'Pizza', 'Sandwiches ']"
Zarooba Mojamma' Amman Al Jadeed,Al Rama,58,['Arabic']
Ayham Online,Jerash,73,"['Grocery ', 'Convenience Store']"
Koshary Alahramat,At-Tafilah,87,"['Egyptian', 'Arabic']"
Flavor Cafe And More,Ajloun,98,['International']
3ajeentna,Al Khuraybah,85,"['Pizza', 'Manaqeesh', 'Pastries']"
Fatima Abu Jbara Restaruant,Ţāb Kirā‘,60,"['Arabic', 'Breakfast', 'Sandwiches ']"
Karatiyya Bakery,Al Khuraybah,93,"['Speciality Store', 'Bread & Bakery']"
Wings Bucket,Wadi Musa,87,"['Wings', 'Snacks', 'Sandwiches ']"
My Home Kitchen,Ad Dimnah,13,"['Arabic', 'Salads']"
Central Beach Butchery,Al Maşţabah,86,"['Speciality Store', 'Fresh Meat & Fish']"
Tashwiha,Amman,67,"['Burgers', 'Shawarma & Doner', 'Sandwiches ']"
Chef   house,Ad Dimnah,95,"['American', 'Indian', 'International']"
Falafel Al Mahshi,‘Ayn Amūn,48,"['Falafel', 'Sandwiches ', 'Arabic']"
Waqt El-Khair,Abū al Lasan,94,['Shawarma & Doner']
Mela Sweets,Sowayma,65,"['Desserts', 'Arabic']"
Sichuan,Al Maşţabah,13,['Chinese']
falafel amo abu omar,Amman,52,"['Arabic', 'Falafel', 'Sandwiches ']"
Abu Al Fakhr Restaurant,Al Ḩayy,70,"['Shawarma & Doner', 'Sandwiches ', 'Burgers']"
Fatmeh Abu Jbara Restaurant,Ţāb Kirā‘,97,['Arabic']
Sunlight,Ţāb Kirā‘,95,['Speciality Store']
Deli Cafe,Umm Uthainah,86,"['Italian', 'Snacks', 'Beverages']"
Khobza And Foul,Al Khuraybah,65,['Breakfast']
House Of Kabab,At-Tafilah,23,"['Arabic', 'Grills']"
Moajanat Allode,Al Kafrayn,26,['Pastries']
Salamtkom Roastery,Umm Qays,13,"['Speciality Store', 'Nuts & Dried Fruit']"
Abu Omar Al Shami,Al Azraq ash Shamālī,95,"['Breakfast', 'Pastries', 'Pizza']"
BBQ,Al Maşţabah,68,"['Burgers', 'Wings', 'American']"
Abu Wadee3,Irbid,20,"['Jordanian', 'Juices']"
Cuz,Wadi Rum,66,"['Snacks', 'Burgers']"
abu jbeen,Ad Dimnah,70,['Speciality Store']
Dr. Koshary,Al Ḩayy,65,['Egyptian']
Roz & Jaj Restaurant,Wadi Musa,64,"['Mandi', 'Arabic', 'Yemeni']"
Shawerma Al Halabi,Umm Uthainah,79,"['Arabic', 'Shawarma & Doner']"
Heroes Burgers & Wings aqaba,Bayyūḑah,82,"['Burgers', 'Snacks']"
Malhamat Wamashawi Hadayiq Albaluwt,At-Tafilah,15,"['Speciality Store', 'Fresh Meat & Fish']"
Amro mobile,Al Ḩayy,79,['Speciality Store']
Crepe Tonight,Al Rama,69,"['Desserts', 'Crepes and Waffles']"
Khat Al Ea'sar,Madaba,12,"['Shawarma & Doner', 'Sandwiches ']"
G-Tab,Al Kafrayn,97,['Speciality Store']
Qameh W Nar,Ad Dimnah,27,"['Snacks', 'Sandwiches ', 'Pizza']"
Bab Al Yaman,Al Qasţal,11,"['Arabic', 'Yemeni', 'Mandi']"
Zohoor Al Jabal,Amman,53,"['Arabic', 'Grills', 'Shawarma & Doner']"
Divan Cake,At-Tafilah,51,"['Pastries', 'Arabic', 'Desserts']"
asmak al sultan,Jerash,83,['Seafood']
Namleyh,‘Ayn Amūn,36,['Speciality Store']
Mashawi Al youm,At-Tafilah,50,"['Arabic', 'Grills']"
Eskandarani,Wadi Rum,90,"['Arabic', 'Egyptian', 'Sandwiches ']"
Saya Pastries,Madaba,45,"['Breakfast', 'Pastries']"
Ketolicious,‘Ayn Amūn,94,['Healthy']
Sweilem Link,At-Tafilah,97,['Speciality Store']
Hikaya,Al Kafrayn,35,"['Burgers', 'Shawarma & Doner', 'Sandwiches ']"
Cake Habbat AlSukkar,Az Zarqa,72,"['Desserts', 'International', 'Arabic']"
Halabnge Zaman,Al Quwayrah,61,"['Crepes and Waffles', 'Desserts']"
Spectrum Pet Shop,Ash Shumaysānī,80,['Speciality Store']
My Kitchen 44,Kufayrāt Abū Khīnan,52,"['Arabic', 'Italian', 'Japanese']"
Al Forsan Bakery,Al Quwayrah,15,"['Speciality Store', 'Bread & Bakery']"
Bousheyeh,Ma‘ān,81,"['Speciality Store', 'Pastries & Sweets']"
Zhoorry,Ad Dimnah,73,['Flowers']
Smoothie,Aqaba,19,"['Crepes and Waffles', 'Desserts', 'Beverages', 'Juices']"
Yasmeen AlSham Sweets,Al Qasţal,44,"['Desserts', 'Breakfast']"
ALBAN W AJBAN AL HAMD WAL SHOKR,Al Ḩayy,11,['Speciality Store']
Zad AlShamal Restaurant,Umm Uthainah,33,"['Shawarma & Doner', 'Fried Chicken']"
Mo3ajanat Khairat Jdoodna,Ad Dimnah,25,"['Breakfast', 'Manaqeesh', 'Pizza']"
Asil El Fakhar,Bayyūḑah,72,"['Arabic', 'Breakfast', 'Turkish']"
Dough & Straw,Al Quwayrah,96,"['Crepes and Waffles', 'Desserts']"
Cinnabon,Shūnat Nimrīn,43,"['Breakfast', 'Desserts', 'Beverages']"
Ata Ali Sweets,Wadi Rum,69,['Arabic']
Dunia Amman,Al Qasţal,31,"['International', 'Salads']"
SHOP AND MORE,Sowayma,21,"['Grocery ', 'Convenience Store']"
Barhom,Sowayma,18,"['Beverages', 'Juices']"
Jurn Ice Cream,‘Ayn Amūn,31,"['Ice Cream', 'Desserts']"
Red Dragon Restaurant,Al Ḩayy,70,"['Asian', 'Chinese']"
Crepe Honey,Al Maşţabah,91,"['Crepes and Waffles', 'Desserts']"
Aswaq Alissa For Fruit and Vegetable and Supplying product,Jerash,24,"['Grocery ', 'Supermarket']"
Abu Saleh,Al Maşţabah,98,['Beverages']
Crunchy Ranchy,Aqaba,64,"['American', 'Fast Food', 'Sandwiches ']"
Nour Al deen,Aţ Ţayyibah,11,"['Salads', 'Shawarma & Doner', 'Sandwiches ']"
Mr Panda Shawarma,At-Tafilah,42,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Crepo,Ma‘ān,26,"['Crepes and Waffles', 'Healthy', 'Ice Cream']"
Al Manara Restaurant,At-Tafilah,56,"['Mandi', 'Jordanian', 'Arabic']"
Mamonieh Deserts,Ash Shumaysānī,47,['Desserts']
AYTEN KIRAZ MÜZIK,Ţāb Kirā‘,16,['Pizza']
Veer,Al Azraq ash Shamālī,82,"['International', 'Burgers']"
Mashawi Barbecue,"Abdoun, Amman",19,['Grills']
Mandi Al Nassar,Wadi Rum,95,['Yemeni']
Ocean,Al Maşţabah,48,['Seafood']
Burger Ala Hajar,Umm al Kundum,20,"['American', 'Burgers', 'International']"
McDonald's,Ash Shūnah ash Shamālīyah,35,"['American', 'Breakfast', 'Burgers']"
Raed Al Qadi Sweets,Ţāb Kirā‘,66,['Desserts']
Mr Shawerma,Al Khuraybah,32,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Shawarma AlBataineh,Amman,61,"['Burgers', 'Shawarma & Doner']"
AlMabroor & Qaddoura,Al Rama,15,['Seafood']
FOOD RACE,Al Quwayrah,84,"['Shawarma & Doner', 'Snacks', 'Burgers']"
Al-Ameer Sandwich,Kerak,85,['Arabic']
AlMallah Super Market,Ash Shumaysānī,57,"['Grocery ', 'Supermarket']"
Durra Foods,Al Kafrayn,59,"['Manaqeesh', 'Pastries']"
Horoof Asamena Restaurant& Cafe,Shūnat Nimrīn,61,"['International', 'Beverages', 'Breakfast']"
Almshael Bakery,Bayyūḑah,95,"['Speciality Store', 'Bread & Bakery']"
First Choice,Ad Dimnah,48,"['Burgers', 'Shawarma & Doner', 'Sandwiches ']"
Maqali Eilatuna,Al Ḩayy,57,"['Fast Food', 'Sandwiches ', 'Breakfast']"
Knafet Ravenna,Al Azraq ash Shamālī,56,['Desserts']
Kaakat Setty,Al Kafrayn,10,['Desserts']
Sugar Rush,Ash Shūnah ash Shamālīyah,82,['Desserts']
gunes shawerma,Aţ Ţayyibah,11,"['Arabic', 'Shawarma & Doner', 'Snacks']"
Dairies Misk Alkhetam,Madaba,51,['Speciality Store']
One`s,Ad Dimnah,12,"['Manaqeesh', 'Pizza', 'Sandwiches ']"
Wings & Dips,Az Zarqa,46,"['Fried Chicken', 'American', 'Fast Food']"
Wild Meat Kitchen,Kerak,82,['Arabic']
Akalanji,Irbid,61,"['Sandwiches ', 'American', 'Burgers']"
AlRamleh - AbuSultan,Ad Dimnah,79,"['Arabic', 'Breakfast', 'Falafel']"
Sticky Tiki,Kerak,66,"['Desserts', 'Beverages']"
Sky Cocktail,Umm Qays,10,['Juices']
Kumpirci,Sowayma,18,"['Mexican', 'Snacks', 'Sandwiches ']"
Error 404,Al Rama,79,"['Burgers', 'International', 'Sandwiches ']"
Cattleman Joes,Ma‘ān,81,"['American', 'International']"
Abood Restaurant,Shūnat Nimrīn,96,"['Burgers', 'Falafel', 'Jordanian']"
Pizza Ranch,Umm Uthainah,26,"['Breakfast', 'Pastries', 'Pizza']"
Bomb Burger,Bayyūḑah,19,['Burgers']
Ronin,Ţāb Kirā‘,84,"['International', 'Italian', 'Japanese']"
Wellness Way Acai,Jerash,19,['American']
Al Waha Cafe & Restaurant,Az Zarqa,61,"['Pizza', 'Juices', 'Pastries']"
Al Sonbolah Bakeries,Al Kafrayn,39,"['Speciality Store', 'Bread & Bakery']"
La Catrina Pizza Pasta,Al Kafrayn,74,"['Pizza', 'Sandwiches ']"
Pirate,Dana,67,"['Burgers', 'Fast Food', 'Sandwiches ']"
Nader Honey,Irbid,22,"['Grills', 'Shawarma & Doner', 'Sandwiches ']"
Grill Notice,Abū al Lasan,47,"['American', 'Burgers']"
Wing`d,Umm al Kundum,94,"['American', 'International']"
Shawarma arabi afranji almarkaze,Kufayrāt Abū Khīnan,50,['Shawarma & Doner']
Streats,Al Azraq ash Shamālī,29,"['American', 'Burgers', 'Jordanian']"
Abu Al Ezz Restaurant,Al Ḩayy,80,"['Sandwiches ', 'Breakfast', 'Burgers']"
Lafet Gyros,Ţāb Kirā‘,51,"['Greek', 'Healthy', 'Sandwiches ']"
Raw'et Al Bnayat,Umm al Kundum,62,"['Breakfast', 'Pastries', 'Pizza']"
Durra Markets,Irbid,33,"['Grocery ', 'Supermarket']"
Mashakeek Othman,Al Khuraybah,20,"['Arabic', 'Grills']"
The Master Coffee syrup,Jerash,42,"['Speciality Store', 'Coffee & Tea']"
Kebab Express,Ash Shūnah ash Shamālīyah,71,"['Healthy', 'Grills']"
Mshari Mobile,Sowayma,34,['Speciality Store']
Burgerji,Aqaba,15,"['American', 'Burgers', 'International']"
Daboos,Al Qasţal,23,"['Arabic', 'International', 'Jordanian']"
Bon Fakhruddin,Umm Uthainah,88,"['Speciality Store', 'Coffee & Tea']"
Manoucheh & Plate,Ajloun,25,"['Healthy', 'Salads', 'Vegetarian']"
Alrashid Alsehe Sweets,"Abdoun, Amman",97,['Desserts']
Kebab Arbil,Al Quwayrah,19,"['Sandwiches ', 'Arabic', 'Grills']"
Abu Awwad,Madaba,19,"['Arabic', 'Falafel', 'Sandwiches ']"
Biryani Bowl,Al Qasţal,88,"['Arabic', 'Beverages']"
Yellow Broasted,Al Kafrayn,41,['Fried Chicken']
MANAQESH AYLA,Al Quwayrah,17,"['Pastries', 'Pizza']"
Pizza Time,Kerak,47,['Pizza']
Sahl Hawran,Ash Shumaysānī,38,"['Arabic', 'Grills']"
Ghosheh Cutz Butchery,Irbid,18,"['Speciality Store', 'Fresh Meat & Fish']"
Ferereo Cake,Umm Uthainah,72,['Desserts']
Al Daya'a,Al Rama,81,"['Arabic', 'Shawarma & Doner']"
Allode Sweets,Ţāb Kirā‘,78,"['Shawarma & Doner', 'Sandwiches ']"
Waffle Dose,Ajloun,38,"['Beverages', 'Crepes and Waffles', 'Desserts']"
Shadi Mobile,Ash Shūnah ash Shamālīyah,79,['Speciality Store']
Eza Bedak Pastries,Umm al Kundum,23,"['Pizza', 'Breakfast', 'Manaqeesh', 'Pastries']"
Shawerma Khoolio,Al Khuraybah,97,"['Sandwiches ', 'Shawarma & Doner']"
TOP Snack & Cocktail,Al Azraq ash Shamālī,93,"['Snacks', 'Juices', 'Shawarma & Doner']"
Mandi Restaurant,Māḩiş,84,"['Arabic', 'Grills', 'Yemeni', 'Mandi']"
Abnaa Abu Wajeh Restaurants,Al Ḩayy,99,"['Shawarma & Doner', 'Breakfast', 'Pizza']"
Alleyway Burger,Māḩiş,100,"['American', 'Burgers', 'International']"
Bitmoun Snack,Amman,28,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Shawerma Alsendibad,Shūnat Nimrīn,99,"['Sandwiches ', 'Shawarma & Doner']"
Samneh W3asall,Az Zarqa,15,['Speciality Store']
Butterfly Chocolate,Māḩiş,24,['Desserts']
Donuttery,Sowayma,52,"['Donuts', 'Desserts']"
Lili's House,Al Rama,15,"['Italian', 'Pasta', 'Pizza', 'Breakfast']"
THE PICKLE,Kufayrāt Abū Khīnan,48,['Snacks']
Sushi Corner,Wadi Rum,30,['Japanese']
Abraj Alya,Az Zarqa,94,"['Shawarma & Doner', 'Snacks', 'Burgers']"
Fruitaccio,Al Khuraybah,21,['Juices']
Siwars & CO,Al Rama,11,['Speciality Store']
Blue Tomato,"Abdoun, Amman",83,"['Pizza', 'Snacks', 'Sandwiches ']"
Delivery Pizza,Al Khuraybah,55,['Pizza']
Shaghf,Dana,47,"['Beverages', 'Desserts', 'American']"
Al Neran,Al Qasţal,76,"['Shawarma & Doner', 'Arabic', 'Grills']"
Wazzup Dog,Ad Dimnah,95,"['Hot Dogs', 'Sandwiches ', 'American']"
Coffee Factory,"Abdoun, Amman",82,"['Beverages', 'Desserts']"
SHAWERMA SALSA & KHOBZEH,Sowayma,81,"['Shawarma & Doner', 'Snacks']"
Diet And Fat,Dana,71,['Healthy']
Meat & Cheese,Aqaba,11,"['American', 'Burgers', 'Shawarma & Doner']"
AlMabroor & Qaddoura,Irbid,67,['Seafood']
Ciao Ciao Pizza,Irbid,98,"['Pizza', 'Jordanian', 'Italian']"
